job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,salario_min,salario_max,salario_avg,estado,pais,tem_python,tem_sql,tem_r,tem_machine_learning,tem_aws,tem_spark,tem_deep_learning,tem_scikit_learning,tem_tensorflow,tem_pytorch,tem_azure,tem_gcp,tem_tableau,tem_pandas,tem_git,tem_java,tem_powerbi,salario_predito
Cientista de Dados,Sênior,Híbrido,company_003,"Grapevine, TX . Hybrid",17 days ago,"Bentonville, AR, US",Varejo,Pública,€352.44B,Public,"€100,472 - €200,938","['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",100472.0,200938.0,150705.0,TX,US,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,127784.85516843444
Cientista de Dados,Líder,Híbrido,company_005,"Fort Worth, TX . Hybrid",15 days ago,"Detroit, MI, US",Manufatura,Pública,"155,030",€51.10B,"€118,733","['spark', 'r', 'python', 'sql', 'machine learning']",118733.0,118733.0,118733.0,TX,US,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,124272.16430758839
Cientista de Dados,Sênior,Presencial,company_007,"Austin, TX . Toronto, Ontario, Canada . Kirkland, WA . Orlando, FL . Edmonton, Alberta, Canada + 1 More",a month ago,"Redwood City, CA, US",Tecnologia,Pública,"25,930",€33.80B,"€94,987 - €159,559","['aws', 'git', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning']",94987.0,159559.0,127273.0,,CA,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,123778.17013157698
Cientista de Dados,Sênior,Híbrido,company_008,"Chicago, IL . Scottsdale, AZ . Austin, TX . Hybrid",8 days ago,"San Jose, CA, US",Tecnologia,Pública,"34,690",€81.71B,"€112,797 - €194,402","['sql', 'r', 'python']",112797.0,194402.0,153599.5,IL,US,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139646.4975201182
Cientista de Dados,Não Informado,Presencial,company_009,On-site,3 days ago,"Stamford, CT, US",Finanças,Privada,"1,800",Private,"€114,172 - €228,337",[],114172.0,228337.0,171254.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159016.43200588587
Cientista de Dados,Líder,Não Informado,company_013,"New York, NY",3 months ago,"New York, NY, US",Tecnologia,Privada,150,€2.16B,"€196,371 - €251,170","['scikit-learn', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",196371.0,251170.0,223770.5,NY,US,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,191326.2421354586
Cientista de Dados,Júnior,Não Informado,company_014,"Berkeley, CA",15 days ago,"Berkeley, CA, US",Educação,,"17,471",Education,"€51,330 - €70,144",[],51330.0,70144.0,60737.0,CA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86217.96633650362
Engenheiro de Machine Learning,Sênior,Presencial,company_015,"Menlo Park, CA",9 days ago,"Menlo Park, CA, US",Tecnologia,Pública,900,Public,"€121,480 - €132,440",['machine learning'],121480.0,132440.0,126960.0,CA,US,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132294.7071269841
Cientista de Dados,Sênior,Remoto,company_019,Fully Remote,6 days ago,"Boston, MA, US",Tecnologia,Privada,126,Private,"€207,331",[],207331.0,207331.0,207331.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180611.98695995737
Cientista de Dados,Sênior,Presencial,company_021,On-site,a day ago,"San Francisco, CA, US",Tecnologia,Pública,"5,520",€61.06B,"€219,201",[],219201.0,219201.0,219201.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182601.51088836312
Cientista de Dados,Sênior,Não Informado,company_022,"Atlanta, GA",15 days ago,"Charlotte, NC, US",Tecnologia,Pública,"103,010",€128.13B,"€96,815","['pytorch', 'r', 'python', 'sql', 'machine learning', 'keras', 'deep learning', 'tensorflow']",96815.0,96815.0,96815.0,GA,US,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,117820.98084288416
Cientista de Dados,Pleno,Não Informado,company_027,Greater Vancouver Metropolitan Area,6 days ago,"Vancouver, BC, CA",Educação,,240,Education,"€62,697 - €89,293","['java', 'git', 'python']",62697.0,89293.0,75995.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,70563.71373459706
Cientista de Dados,Sênior,Remoto,company_029,"Minneapolis, MN . Fully Remote",8 days ago,"Golden Valley, MN, US",Manufatura,Pública,"21,030",€43.18B,"€99,464 - €165,954","['sql', 'machine learning', 'python']",99464.0,165954.0,132709.0,MN,US,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123286.51374433287
Cientista de Dados,Sênior,Presencial,company_031,"Titusville, NJ . Titusville, New Jersey, United States",19 days ago,"New Brunswick, NJ, US",Saúde,Pública,"128,890",€413.02B,"€112,343 - €117,823","['sql', 'machine learning', 'r', 'python']",112343.0,117823.0,115083.0,NJ,US,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133308.30391902346
Cientista de Dados,Sênior,Presencial,company_034,"Arlington, VA",a month ago,"Baltimore, MD, US",Tecnologia,Privada,45,Private,"€127,867 - €150,700","['pandas', 'powerbi', 'python', 'java', 'sql', 'machine learning', 'tableau']",127867.0,150700.0,139283.5,VA,US,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,145214.39195117806
Cientista de Dados,Sênior,Remoto,company_037,Fully Remote,14 days ago,"San Francisco, CA, US",Finanças,Privada,300,Private,"€134,266",[],134266.0,134266.0,134266.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163524.5674294678
Cientista de Dados,Líder,Não Informado,company_038,"Bengaluru, Karnataka, India",6 days ago,"Kista, SE",Tecnologia,Pública,"132,000",€17.41B,"€52,746","['spark', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure']",52746.0,52746.0,52746.0,,IN,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,42970.152484035716
Cientista de Dados,Líder,Presencial,company_039,"Charlotte, NC . On-site",8 days ago,"San Francisco, CA, US",Finanças,Pública,"257,150",€163.38B,"€126,956 - €198,196","['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']",126956.0,198196.0,162576.0,NC,US,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,147646.28837388902
Cientista de Dados,Sênior,Remoto,company_040,Fully Remote,13 days ago,"San Francisco, CA, US",Educação,Privada,130,€1.29B,"€185,412 - €228,338",[],185412.0,228338.0,206875.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177677.5349111095
Engenheiro de Machine Learning,Júnior,Não Informado,company_041,"Basel, Basel, Switzerland",19 days ago,"BS, CH",Saúde,Pública,"93,580",€247.18B,"€80,123","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",80123.0,80123.0,80123.0,,CH,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,77021.63544288086
Cientista de Dados,Sênior,Presencial,company_043,"Toronto, Ontario, Canada . On-site",8 days ago,"Toronto, ON, CA",Finanças,Pública,"44,010",Public,"€72,611","['pytorch', 'spark', 'git', 'r', 'python', 'sql', 'machine learning', 'tensorflow']",72611.0,72611.0,72611.0,,CA,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,82639.24023399675
Cientista de Dados,Sênior,Presencial,company_044,"Findlay, OH . Denver, CO . San Antonio, TX",8 days ago,"Findlay, OH, US",Energia,Pública,"11,610",€51.40B,"€95,265 - €164,221","['pytorch', 'scikit-learn', 'python', 'machine learning', 'deep learning', 'tensorflow']",95265.0,164221.0,129743.0,OH,US,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,136733.95047528757
Cientista de Dados,Sênior,Presencial,company_045,"Toronto, Ontario, Canada",6 days ago,"Toronto, ON, CA",Tecnologia,Privada,300,Private,"€85,044","['airflow', 'spark', 'machine learning', 'python']",85044.0,85044.0,85044.0,,CA,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,82791.96383587117
Cientista de Dados,Sênior,Não Informado,company_046,"San Francisco, CA",3 months ago,"San Francisco, CA, US",Tecnologia,Privada,100,€913.33M,"€146,141 - €210,074",[],146141.0,210074.0,178107.5,CA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155203.61035695538
Cientista de Dados,Líder,Não Informado,company_047,"Bengaluru, Karnataka, India",a month ago,"Bengaluru, KA, IN",Tecnologia,Pública,"222,070",€24.36B,"€10,049","['deep learning', 'machine learning']",10049.0,10049.0,10049.0,,IN,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12475.755005262277
Cientista de Dados,Não Informado,Remoto,company_048,"Remote, US . Fully Remote",3 months ago,"San Francisco, CA, US",Tecnologia,Privada,340,€1.49B,"€91,335 - €109,601",[],91335.0,109601.0,100468.0,US,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136252.96346234353
Cientista de Dados,Sênior,Não Informado,company_049,"Huntsville, AL . Merritt Island, FL . Seattle, WA",15 days ago,"Kent, WA, US",Tecnologia,Privada,"3,780",Private,"€125,171 - €175,240","['aws', 'git', 'r', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'azure']",125171.0,175240.0,150205.5,AL,US,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,126037.32237721575
Cientista de Dados,Sênior,Não Informado,company_050,"San Francisco, CA",8 days ago,"San Francisco, CA, US",Educação,Privada,807,€3.45B,"€150,707","['sql', 'machine learning', 'r', 'python']",150707.0,150707.0,150707.0,CA,US,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158892.30428903262
Cientista de Dados,Sênior,Presencial,company_051,"Laurel, MD",a month ago,"Laurel, MD, US",Tecnologia,,"8,010",Education,"€210,071",['python'],210071.0,210071.0,210071.0,MD,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166221.55932857236
Engenheiro de Machine Learning,Sênior,Não Informado,company_052,"Amsterdam, North Holland, Netherlands",a month ago,"San Francisco, CA, US",Tecnologia,Pública,"26,950",€53.20B,"€72,515","['sql', 'machine learning', 'python']",72515.0,72515.0,72515.0,,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68649.23232509293
Cientista de Dados,Líder,Presencial,company_054,"Richmond, VA . On-site",7 days ago,"Washington, DC, US",Tecnologia,Pública,"4,820",€29.92B,"€112,288","['machine learning', 'python']",112288.0,112288.0,112288.0,VA,US,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201720.04024729435
Cientista de Dados,Líder,Híbrido,company_057,"Seattle, WA . Hybrid",25 days ago,"Seattle, WA, US",Varejo,Pública,"157,200",Public,"€132,437","['r', 'python', 'sql', 'machine learning', 'tableau']",132437.0,132437.0,132437.0,WA,US,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,170572.40104189314
Cientista de Dados,Sênior,Híbrido,company_061,"Manchester, England, United Kingdom . Hybrid",15 days ago,"Manchester, GB",Tecnologia,Pública,"1,320",Public,"€45,669 - €63,936","['spark', 'python', 'airflow', 'sql', 'machine learning']",45669.0,63936.0,54802.5,,UK,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,65763.02577000322
Cientista de Dados,Sênior,Presencial,company_054,"Richmond, VA . On-site",7 days ago,"Washington, DC, US",Tecnologia,Pública,"4,780",€30.07B,"€112,291","['machine learning', 'python']",112291.0,112291.0,112291.0,VA,US,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144623.0829741839
Não Informado,Pleno,Não Informado,company_064,"Barcelona, Catalonia, Spain",7 days ago,"Barcelona, CT, ES",Tecnologia,,900,Nonprofit,"€28,068","['git', 'r', 'python', 'linux', 'bash']",28068.0,28068.0,28068.0,,ES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37305.97555261274
Cientista de Dados,Sênior,Presencial,company_065,"Toronto, Ontario, Canada",3 days ago,"Cherry Hill, NJ, US",Tecnologia,Privada,"26,070",Private,"€83,298 - €124,946","['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'azure', 'tableau']",83298.0,124946.0,104122.0,,CA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,92789.26414056846
Cientista de Dados,Sênior,Híbrido,company_066,"Foster City, CA . Hybrid",3 years ago,"Foster City, CA, US",Tecnologia,Privada,"1,790",Private,"€198,201 - €269,440",[],198201.0,269440.0,233820.5,CA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201846.2332873959
Cientista de Dados,Sênior,Híbrido,company_067,"San Francisco, CA, US . Seattle, WA, US . Hybrid",19 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,260",€14.35B,"€260,211",[],260211.0,260211.0,260211.0,CA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219871.16676580423
Cientista de Dados,Líder,Não Informado,company_069,United States,a month ago,"Chicago, IL, US",Tecnologia,Privada,210,Private,"€114,355","['pytorch', 'spark', 'scikit-learn', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']",114355.0,114355.0,114355.0,,US,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,125543.46336713879
Cientista de Dados,Pleno,Presencial,company_071,"Cambridge, MA",15 days ago,"Cambridge, MA, US",Tecnologia,Pública,"9,070",Public,"€144,311 - €198,198","['r', 'python', 'sql', 'machine learning', 'tableau']",144311.0,198198.0,171254.5,MA,US,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126071.37972651648
Cientista de Dados,Sênior,Não Informado,company_075,"Atlanta, GA",20 days ago,"Atlanta, GA, US",Tecnologia,Pública,"9,030",€49.86B,"€105,035","['sql', 'machine learning', 'tableau', 'python']",105035.0,105035.0,105035.0,GA,US,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,118999.35883773639
Cientista de Dados,Sênior,Remoto,company_077,United States . Fully Remote,2 months ago,"Phoenix, AZ, US",Tecnologia,Privada,60,Private,"€155,272 - €164,406","['sql', 'machine learning', 'tableau', 'python']",155272.0,164406.0,159839.0,,US,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,131042.24561364703
Cientista de Dados,Sênior,Presencial,company_078,"San Diego, CA",9 days ago,"San Diego, CA, US",Tecnologia,Pública,"41,020",€111.15B,"€140,661","['pytorch', 'python', 'docker', 'sql', 'neural network', 'kubernetes', 'tensorflow']",140661.0,140661.0,140661.0,CA,US,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,163145.12536934667
Cientista de Dados,Sênior,Híbrido,company_080,"Toronto, Ontario, Canada . Montreal, Quebec, Canada . Hybrid",8 days ago,"Toronto, ON, CA",Finanças,Pública,"26,040",Public,"€73,739","['machine learning', 'r', 'python']",73739.0,73739.0,73739.0,,CA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73664.63627690844
Cientista de Dados,Sênior,Híbrido,company_081,"New York, NY . Hybrid",6 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,050",€4.67B,"€135,178 - €168,971",[],135178.0,168971.0,152074.5,NY,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146382.360490483
Cientista de Dados,Sênior,Presencial,company_084,On-site,14 days ago,"Cary, NC, US",Tecnologia,Privada,990,€29.17B,"€228,515",[],228515.0,228515.0,228515.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162147.79040257446
Cientista de Dados,Sênior,Não Informado,company_089,"New York, NY",8 days ago,"Washington, DC, US",Finanças,Pública,"2,290",Public,"€137,007 - €159,840","['aws', 'git', 'python', 'sql', 'machine learning']",137007.0,159840.0,148423.5,NY,US,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,139332.58617942838
Engenheiro de Machine Learning,Sênior,Não Informado,company_049,"Seattle, WA",15 days ago,"Kent, WA, US",Tecnologia,Privada,"3,810",Private,"€162,184 - €227,055","['pandas', 'pytorch', 'aws', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'tensorflow']",162184.0,227055.0,194619.5,WA,US,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,208269.62622377515
Cientista de Dados,Sênior,Híbrido,company_092,"McLean, VA . Hybrid",8 days ago,"Toronto, ON, CA",Tecnologia,Pública,"24,040",Public,"€92,833 - €172,402","['java', 'machine learning', 'r', 'python']",92833.0,172402.0,132617.5,VA,US,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,129985.70147366675
Cientista de Dados,Líder,Presencial,company_093,"Seattle, Washington, United States . On-site",12 days ago,"Seattle, WA, US",Tecnologia,Privada,46,Private,"€210,070 - €228,336",[],210070.0,228336.0,219203.0,WA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225027.19181184442
Cientista de Dados,Sênior,Não Informado,company_094,"Warsaw, Mazowieckie, Poland . Prague, Prague, Czechia . Kyiv, Kyiv City, Ukraine",3 months ago,"Seattle, WA, US",Tecnologia,Privada,330,€913.33M,"€67,594 - €86,774","['pandas', 'pytorch', 'r', 'python', 'machine learning', 'tensorflow']",67594.0,86774.0,77184.0,,,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,74114.16454987702
Cientista de Dados,Sênior,Presencial,company_095,On-site,3 months ago,"Sunnyvale, CA, US",Tecnologia,Privada,5,Private,"€123,307 - €191,806",[],123307.0,191806.0,157556.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162147.79040257446
Cientista de Dados,Sênior,Presencial,company_096,"San Francisco, California, United States . On-site",20 days ago,"San Francisco, CA, US",Finanças,Privada,950,€11.43B,"€219,199 - €273,999",[],219199.0,273999.0,246599.0,CA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210724.95771795168
Cientista de Dados,Não Informado,Não Informado,company_098,"Bangalore, Karnataka",5 months ago,"Bengaluru, KA, IN",Tecnologia,Privada,750,€4.93B,"€41,302",[],41302.0,41302.0,41302.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62676.97350599248
Cientista de Dados,Sênior,Híbrido,company_099,"Toronto, Ontario, Canada . Hybrid",7 days ago,"Calgary, AB, CA",Tecnologia,Pública,"23,860",€27.92B,"€75,128 - €79,194","['sql', 'tableau', 'python']",75128.0,79194.0,77161.0,,CA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82470.6637775585
Cientista de Dados,Sênior,Presencial,company_100,"Rock Island, IL . On-site",3 months ago,"Hook, GB",Tecnologia,Pública,"28,840",Public,"€77,667 - €129,442","['scikit-learn', 'r', 'python', 'java', 'machine learning']",77667.0,129442.0,103554.5,IL,US,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,136039.57517239396
Cientista de Dados,Pleno,Não Informado,company_101,"Cambridge, England, United Kingdom",8 days ago,"Cambridge, GB",Educação,,"10,933",Education,"€31,175",[],31175.0,31175.0,31175.0,,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51462.246661706355
Cientista de Dados,Pleno,Remoto,company_103,"Oregon, United States . Fully Remote",4 days ago,"Beaverton, OR, US",Manufatura,Pública,"99,620",€133.03B,"€19,420 - €98,368","['pandas', 'powerbi', 'r', 'python', 'sql', 'neural network', 'machine learning', 'deep learning', 'tableau']",19420.0,98368.0,58894.0,UN,US,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,100991.65722557457
Engenheiro de Machine Learning,Sênior,Não Informado,company_106,"Pune, Maharashtra, India",4 days ago,"København, DK",Logística,Privada,"38,090",€34.17B,"€26,757","['spark', 'aws', 'powerbi', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",26757.0,26757.0,26757.0,,IN,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,27014.929678210683
Cientista de Dados,Sênior,Não Informado,company_089,"Denver, CO",8 days ago,"Washington, DC, US",Finanças,Pública,"2,300",Public,"€137,005 - €159,838","['aws', 'git', 'python', 'sql', 'machine learning']",137005.0,159838.0,148421.5,CO,US,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,131643.49283493997
Cientista de Dados,Sênior,Presencial,company_112,"San Francisco, California, United States . On-site",a month ago,"San Francisco, CA, US",Tecnologia,Privada,420,€5.10B,"€148,808",[],148808.0,148808.0,148808.0,CA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197157.70346465678
Cientista de Dados,Líder,Presencial,company_113,"Charlotte, NC",8 days ago,"Mooresville, NC, US",Varejo,Pública,"118,910",Public,"€101,935 - €193,633","['sql', 'deep learning', 'machine learning']",101935.0,193633.0,147784.0,NC,US,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,155468.04339150872
Cientista de Dados,Sênior,Híbrido,company_115,"Bengaluru, Karnataka, India . Hybrid",a month ago,"Frankfurt am Main, HE, DE",Finanças,Pública,"68,400",Public,"€24,205","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24205.0,24205.0,24205.0,,IN,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,31172.119460202306
Cientista de Dados,Sênior,Não Informado,company_116,"Chennai, Tamil Nadu, India",2 days ago,"Dearborn, MI, US",Tecnologia,Pública,"187,540",€51.93B,"€13,886","['pandas', 'numpy', 'pytorch', 'powerbi', 'git', 'scikit-learn', 'python', 'java', 'sql', 'neural network', 'gcp', 'machine learning', 'matplotlib', 'tensorflow']",13886.0,13886.0,13886.0,,IN,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,34895.65926650324
Cientista de Dados,Sênior,Presencial,company_119,"Menlo Park, CA . On-site",15 days ago,"West Menlo Park, CA, US",Finanças,Pública,"3,810",€7.94B,"€163,491 - €191,804",[],163491.0,191804.0,177647.5,CA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199731.27397906285
Cientista de Dados,Pleno,Não Informado,company_014,"Berkeley, CA",15 days ago,"Berkeley, CA, US",Educação,,"17,451",Education,"€82,193 - €122,141","['machine learning', 'database']",82193.0,122141.0,102167.0,CA,US,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133351.6617820513
Cientista de Dados,Sênior,Remoto,company_121,"Remote, United States . Fully Remote",a month ago,"San Francisco, CA, US",Tecnologia,Privada,"1,290",€3.17B,"€134,541 - €174,088",[],134541.0,174088.0,154314.5,UN,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147073.54819054413
Cientista de Dados,Sênior,Presencial,company_100,"Rock Island, IL . On-site",3 months ago,"Hook, GB",Tecnologia,Pública,"28,810",Public,"€77,671 - €129,446","['scikit-learn', 'r', 'python', 'java', 'machine learning']",77671.0,129446.0,103558.5,IL,US,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,136039.57517239396
Cientista de Dados,Sênior,Remoto,company_067,"San Francisco, CA, US . Remote, US . Fully Remote",4 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,320",€14.20B,"€306,623",[],306623.0,306623.0,306623.0,CA,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286833.3287300225
Cientista de Dados,Sênior,Não Informado,company_126,United States,15 days ago,"San Francisco, CA, US",Finanças,Privada,30,Private,"€28,501",[],28501.0,28501.0,28501.0,,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110864.43405904967
Cientista de Dados,Sênior,Remoto,company_021,Fully Remote,a day ago,"San Francisco, CA, US",Tecnologia,Pública,"5,550",€60.91B,"€255,732",[],255732.0,255732.0,255732.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186195.00772260193
Cientista de Dados,Não Informado,Remoto,company_129,Fully Remote,8 days ago,"New York, NY, US",Finanças,Privada,45,Private,"€91,335 - €228,333",[],91335.0,228333.0,159834.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156438.20735045066
Cientista de Dados,Sênior,Não Informado,company_022,"Pittsburgh, PA",7 days ago,"Charlotte, NC, US",Tecnologia,Pública,"103,070",€128.23B,"€96,819","['python', 'java', 'sql', 'kubernetes', 'azure']",96819.0,96819.0,96819.0,PA,US,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,136149.87671835683
Cientista de Dados,Sênior,Presencial,company_134,"Seattle, WA . Seattle, Washington, États-Unis . Seattle, Washington, USA",a month ago,"Seattle, WA, US",Varejo,Pública,"865,416",€832.86B,"€219,201","['amazon', 'r', 'python', 'machine learning', 'deep learning']",219201.0,219201.0,219201.0,WA,US,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,206717.27801359934
Engenheiro de Machine Learning,Não Informado,Presencial,company_135,"Taipei, Taiwan . On-site",a day ago,TW,Tecnologia,Privada,530,Private,"€36,340",[],36340.0,36340.0,36340.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118326.96688418345
Cientista de Dados,Sênior,Híbrido,company_137,"Denver, CO . Hybrid",a month ago,"Denver, CO, US",Tecnologia,Privada,900,€913.33M,"€138,833","['spark', 'r', 'python', 'database', 'machine learning']",138833.0,138833.0,138833.0,CO,US,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,124378.71064974733
Cientista de Dados,Sênior,Remoto,company_141,"Fort Worth, TX",a month ago,"Bethesda, MD, US",Tecnologia,Pública,"108,670",€116.78B,"€100,470 - €132,436",['machine learning'],100470.0,132436.0,116453.0,TX,US,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120349.3669623056
Cientista de Dados,Sênior,Híbrido,company_145,"Austin, Texas . Hybrid",a day ago,"San Jose, CA, US",Tecnologia,Pública,"2,760",Public,"€200,936",[],200936.0,200936.0,200936.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188395.81523598835
Cientista de Dados,Sênior,Híbrido,company_146,"Toronto, ON . Hybrid",11 days ago,"San Francisco, CA, US",Finanças,Privada,780,€11.80B,"€153,442 - €210,981",[],153442.0,210981.0,182211.5,ON,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178954.44085810165
Cientista de Dados,Sênior,Não Informado,company_148,"Orlando, FL",5 days ago,"Charlotte, NC, US",Finanças,Pública,"14,090",€55.90B,"€88,185","['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']",88185.0,88185.0,88185.0,FL,US,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,113954.05283938114
Cientista de Dados,Sênior,Presencial,company_153,United States,15 days ago,"San Jose, CA, US",Tecnologia,Privada,900,Private,"€203,676 - €253,909","['pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'deep learning', 'java', 'sql', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'tensorflow']",203676.0,253909.0,228792.5,,US,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,168478.8414186048
Cientista de Dados,Líder,Remoto,company_155,"All, MO",15 days ago,"Chicago, IL, US",Tecnologia,Pública,"2,570",Public,"€146,133 - €182,666","['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",146133.0,182666.0,164399.5,MO,US,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,144930.30581422115
Engenheiro de Machine Learning,Não Informado,Presencial,company_156,"Mountain View, California (HQ) . On-site",8 days ago,"Mountain View, CA, US",Tecnologia,Privada,900,€8.10B,"€138,826 - €208,239",[],138826.0,208239.0,173532.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118326.96688418345
