job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills
Cientista de Dados,Sênior,Presencial,company_367,On-site,a month ago,"New York, NY, US",Tecnologia,Privada,420,Private,"€192,721 - €216,467",[]
Cientista de Dados,Pleno,Presencial,company_395,"McLean, VA",18 days ago,"McLean, VA, US",Varejo,Pública,"55,090",€36.38B,"€144,860 - €165,319","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
Cientista de Dados,Pleno,Presencial,company_914,Los Angeles Metropolitan Area . On-site,14 days ago,"Los Angeles, CA, US",Tecnologia,Pública,510,Public,"€100,470 - €114,170","['machine learning', 'python']"
Cientista de Dados,Sênior,Remoto,company_695,"Maryland, United States",14 days ago,"London, GB",Tecnologia,Pública,"9,200",Public,"€85,856 - €167,004","['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure', 'tensorflow']"
Cientista de Dados,Líder,Presencial,company_916,United States,a month ago,"Columbus, OH, US",Tecnologia,Pública,"1,300",Public,"€138,102 - €172,625","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Sênior,,company_917,"Bengaluru, Karnataka, India",10 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,790",€1.34T,"€42,493","['pandas', 'r', 'python', 'sql', 'database']"
Cientista de Dados,Sênior,,company_171,"Hyderabad, Telangana, India",15 days ago,"Armonk, NY, US",Tecnologia,Pública,"524,608",€119.23B,"€27,276 - €52,697","['database', 'machine learning', 'java']"
Cientista de Dados,Sênior,Presencial,company_310,"Doral, FL",3 months ago,"Arlington, VA, US",Tecnologia,Pública,"20,050",Public,"€104,676 - €230,258","['r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'deep learning']"
Cientista de Dados,Pleno,Híbrido,company_080,"Vancouver, British Columbia, Canada . Hybrid",5 days ago,"Toronto, ON, CA",Finanças,Pública,"26,050",Public,"€109,786 - €164,585","['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning']"
Cientista de Dados,Sênior,Remoto,company_746,United States,14 days ago,"Omaha, NE, US",Tecnologia,Privada,90,Private,"€114,973 - €141,567","['sql', 'machine learning', 'python']"
Cientista de Dados,Sênior,Híbrido,company_922,"Columbus, OH . Hybrid",10 days ago,"Hartford, CT, US",Finanças,Pública,"18,200",€21.55B,"€100,036 - €150,050",['machine learning']
Cientista de Dados,Sênior,Remoto,company_416,Washington DC-Baltimore Area . Fully Remote,a month ago,"Mountain View, CA, US",Tecnologia,Privada,360,€1.80B,"€164,407 - €182,673","['aws', 'python', 'machine learning', 'gcp', 'kubernetes', 'azure']"
Cientista de Dados,Sênior,Presencial,company_415,"United States, Denver . On-site",22 days ago,"New York, NY, US",Tecnologia,Privada,900,€4.50B,"€172,624",[]
Cientista de Dados,Sênior,Presencial,company_893,"Lexington, MA",8 days ago,"Heerlen, LI, NL",Tecnologia,,Private,,"€117,553 - €159,840","['aws', 'git', 'r', 'python', 'docker']"
Cientista de Dados,,Presencial,company_096,"New York, New York, United States . On-site",a month ago,"San Francisco, CA, US",Finanças,Privada,950,€11.33B,"€138,826 - €173,533",[]
Cientista de Dados,Pleno,Remoto,company_421,"Charlotte, AR . Fully Remote",14 days ago,"Cheyenne, WY, US",Tecnologia,,Private,,"€25,211","['sql', 'machine learning', 'python']"
Cientista de Dados,,Híbrido,company_081,"Toronto, Canada . Hybrid",7 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,010",€4.42B,"€98,642 - €123,302",[]
Cientista de Dados,Sênior,,company_924,"Gainesville, FL",3 months ago,"Gainesville, FL, US",Educação,,"19,503",Education,"€55,715 - €58,455","['pandas', 'numpy', 'pytorch', 'r', 'python', 'scikit-learn', 'scipy', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_925,San Francisco Bay Area . Hybrid,a month ago,"Dublin 2, IE",Tecnologia,Privada,150,Private,"€164,401 - €214,633","['pandas', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'opencv', 'sql', 'machine learning', 'gcp', 'deep learning']"
Cientista de Dados,Sênior,,company_928,"Barcelona, Catalonia, Spain",12 days ago,"Barcelona, CT, ES",Tecnologia,Privada,"4,770",Private,"€53,099","['deep learning', 'aws', 'machine learning', 'python']"
Cientista de Dados,Sênior,Presencial,company_930,"San Diego, CA",21 days ago,"San Diego, CA, US",Saúde,Privada,"1,530",Private,"€167,749 - €215,676","['pytorch', 'python', 'java', 'sql', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_932,"Palo Alto, CA . Vancouver, WA . Spring, TX",25 days ago,"Palo Alto, CA, US",Tecnologia,Pública,"51,070",Public,"€140,657 - €216,600","['sql', 'powerbi', 'machine learning', 'python']"
Cientista de Dados,Sênior,,company_937,"Atlanta, GA",6 months ago,"Atlanta, GA, US",Varejo,Pública,"500,010",Public,"€111,435","['sql', 'tableau', 'python']"
Cientista de Dados,Sênior,Híbrido,company_008,"San Jose, CA . Hybrid",3 months ago,"San Jose, CA, US",Tecnologia,Pública,"34,660",€81.76B,"€139,285 - €239,614","['sql', 'machine learning', 'python']"
Engenheiro de Machine Learning,Sênior,Remoto,company_690,"Maplewood, MN",a day ago,"Maplewood, MN, US",Saúde,Pública,"22,020",Public,"€125,529 - €153,424","['machine learning', 'python']"
Cientista de Dados,Sênior,Remoto,company_169,Fully Remote,4 days ago,"San Francisco, CA, US",Tecnologia,Pública,"4,110",€7.79B,"€184,866 - €207,973",[]
Engenheiro de Machine Learning,Júnior,,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Tecnologia,Pública,"492,245",€153.30B,"€10,527 - €26,188",['machine learning']
Cientista de Dados,Sênior,Remoto,company_611,"Denver, CO - Remote . Fully Remote",22 days ago,"Denver, CO, US",Tecnologia,Pública,"2,540",Public,"€137,006 - €200,939",[]
Cientista de Dados,Sênior,Híbrido,company_214,"Washington, DC . Hybrid",a month ago,"Montréal, QC, CA",Tecnologia,Pública,"57,290",€17.25B,"€105,769","['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']"
,Líder,Híbrido,company_946,"New York, NY . Hybrid",5 days ago,"New York, NY, US",Tecnologia,Privada,"52,380",Private,"€200,935 - €296,834","['aws', 'gcp', 'azure']"
Cientista de Dados,Líder,Híbrido,company_728,"San Francisco, CA . Hybrid",a month ago,"Los Angeles, CA, US",Tecnologia,Privada,150,Private,"€258,479",[]
Cientista de Dados,Sênior,,company_223,"London, England, United Kingdom",2 months ago,"New York, NY, US",Tecnologia,Pública,"10,060",Public,"€76,371","['powerbi', 'python', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Líder,Híbrido,company_947,Hybrid,a month ago,"New York, NY, US",Tecnologia,Privada,"2,020",Private,"€109,604 - €200,937",[]
Engenheiro de Machine Learning,Sênior,Presencial,company_156,"Mountain View, California (HQ) . On-site",16 days ago,"Mountain View, CA, US",Tecnologia,Privada,900,€8.05B,"€184,816 - €276,788",[]
Cientista de Dados,Sênior,Presencial,company_273,"London, England, United Kingdom",6 months ago,"Menlo Park, CA, US",Tecnologia,Pública,"94,530",€230.27B,"€103,877 - €144,998","['sql', 'r', 'python']"
Engenheiro de Machine Learning,Sênior,Remoto,company_949,United States . Fully Remote,21 days ago,"San Francisco, CA, US",Tecnologia,Privada,150,Private,"€155,272 - €200,939","['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning']"
Cientista de Dados,Sênior,Remoto,company_950,United States . Fully Remote,14 days ago,"New York, NY, US",Tecnologia,Privada,30,Private,"€109,601 - €173,534","['sql', 'tableau', 'python']"
Cientista de Dados,Líder,Remoto,company_951,"New York, NY",7 days ago,"New York, NY, US",Finanças,Privada,"8,010",Private,"€136,032 - €223,478","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_052,"Amsterdam, North Holland, Netherlands",a month ago,"San Francisco, CA, US",Tecnologia,Pública,"26,910",€53.25B,"€72,513","['tableau', 'sql', 'r', 'python']"
Cientista de Dados,,Híbrido,company_952,Hybrid,6 days ago,"Culver City, CA, US",Educação,Privada,390,Private,"€109,600 - €137,000",[]
Cientista de Dados,Sênior,Híbrido,company_146,"New York City, NY . San Francisco, CA . Hybrid",12 days ago,"San Francisco, CA, US",Finanças,Privada,780,€11.80B,"€175,364 - €241,124",[]
Cientista de Dados,Pleno,Presencial,company_105,"Gurgaon, Haryana, India",15 days ago,"New York, NY, US",Tecnologia,Privada,"30,060",Private,"€24,227","['aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure']"
Cientista de Dados,Sênior,,company_954,"Palo Alto, CA",14 days ago,"CA, US",Tecnologia,Privada,15,Private,"€137,004 - €228,336",[]
Cientista de Dados,,Remoto,company_675,"Remote, United States . Fully Remote",6 days ago,"El Segundo, CA, US",Tecnologia,Privada,45,Private,"€118,741 - €182,674",[]
Cientista de Dados,Sênior,,company_270,"Dallas, TX",7 days ago,"Woonsocket, RI, US",Saúde,Pública,"300,070",€121.37B,"€76,206 - €203,204","['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_115,"Bengaluru, Karnataka, India . Hybrid",a day ago,"Frankfurt am Main, HE, DE",Finanças,Pública,"68,430",Public,"€24,205","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']"
Cientista de Dados,Líder,,company_244,"Bengaluru, Karnataka, India",5 days ago,"New York, NY, US",Finanças,Pública,"290,770",€350.37B,"€42,738","['sql', 'machine learning', 'tableau', 'python']"
Cientista de Dados,Sênior,,company_233,"San Diego, CA",4 days ago,"Reston, VA, US",Tecnologia,Pública,"27,440",Public,"€95,583 - €172,782","['machine learning', 'python']"
Cientista de Dados,Líder,Presencial,company_962,"Stamford, CT",a month ago,"Stamford, CT, US",Tecnologia,Pública,"3,305",Public,"€138,011 - €166,416",['python']
Cientista de Dados,Sênior,Presencial,company_119,"Menlo Park, CA . On-site",a month ago,"West Menlo Park, CA, US",Finanças,Pública,"3,790",€7.94B,"€184,499 - €217,378",[]
Cientista de Dados,Sênior,Remoto,company_038,"Stockholm, Stockholm County, Sweden",7 days ago,"Kista, SE",Tecnologia,Pública,"131,970",€17.11B,"€52,510","['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Remoto,company_964,"Herndon, VA",a day ago,"Westminster, CO, US",Tecnologia,Pública,"2,870",Public,"€123,307 - €168,973","['pandas', 'numpy', 'aws', 'git', 'python', 'docker', 'linux', 'sklearn', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'matplotlib']"
Cientista de Dados,Sênior,,company_610,"Chicago, IL",25 days ago,"Chicago, IL, US",Tecnologia,Privada,"51,230",Private,"€104,727","['java', 'machine learning', 'r', 'python']"
Cientista de Dados,,Remoto,company_965,Fully Remote,13 days ago,"Bellevue, WA, US",Tecnologia,Privada,330,Private,"€87,643",[]
Cientista de Dados,Líder,Híbrido,company_645,Hybrid,9 days ago,"Berkeley, CA, US",Tecnologia,Privada,180,Private,"€178,100 - €205,500",[]
Cientista de Dados,Sênior,Remoto,company_966,"California, United States, Colorado, United States, Florida, United States, Georgia, United States, Illinois, United States, Massachusetts, United States, Nevada, United States, New Jersey, United States, New York, United States, North Carolina, United States, Oregon, United States, Pennsylvania, United States, South Carolina, United States, Texas, United States, Virginia, United States, Washington, United States . Fully Remote",14 days ago,"San Francisco, CA, US",Finanças,Privada,240,Private,"€173,535",[]
Cientista de Dados,Sênior,Híbrido,company_967,Greater Bengaluru Area . Hybrid,15 days ago,"San Diego, CA, US",Tecnologia,Privada,950,Private,"€2,739,979","['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']"
Cientista de Dados,Pleno,Híbrido,company_202,"Bengaluru, Karnataka, India . Hybrid",2 days ago,"Palo Alto, CA, US",Tecnologia,Pública,"195,020",€18.30B,"€34,805","['numpy', 'spark', 'aws', 'python', 'neural network', 'database', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Remoto,company_969,"San Jose, California, United States . Fully Remote",8 days ago,"Purchase, NY, US",Saúde,Pública,"4,570",Public,"€155,272 - €182,672",[]
Cientista de Dados,Júnior,,company_343,"London, England, United Kingdom",2 days ago,"Edinburgh, GB",Finanças,Pública,"60,020",€24.63B,"€59,680","['aws', 'machine learning', 'linux', 'python']"
Cientista de Dados,Sênior,Remoto,company_337,"Reston, VA",7 days ago,"Fairfax, VA, US",Finanças,Pública,"7,290",Public,"€108,442 - €184,349","['r', 'python', 'sql', 'machine learning', 'database', 'azure']"
Cientista de Dados,Sênior,,company_212,"Cincinnati, OH",22 days ago,"Boston, MA, US",Tecnologia,Pública,"222,490",Public,"€135,178","['aws', 'python', 'machine learning', 'azure', 'deep learning']"
Cientista de Dados,Sênior,,company_318,United States,2 months ago,"Dallas, TX, US",Tecnologia,Pública,"55,030",€14.56B,"€100,472","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Pleno,Remoto,company_421,Brazil . Fully Remote,14 days ago,"Cheyenne, WY, US",Tecnologia,,Private,,"€25,211","['sql', 'machine learning', 'python']"
Cientista de Dados,Pleno,,company_971,"Singapore, Singapore",7 days ago,"Singapore, SG",Tecnologia,Privada,"3,682",Private,"€83,973",['machine learning']
Engenheiro de Machine Learning,,Presencial,company_403,"Boston, MA . On-site",6 days ago,"Boston, MA, US",Varejo,Pública,"17,030",Public,"€160,750 - €170,797",[]
Cientista de Dados,Sênior,Remoto,company_067,"San Francisco, CA, US . Remote, US . Fully Remote",21 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,260",€14.30B,"€306,626",[]
Cientista de Dados,Sênior,Remoto,company_974,"Toronto, Ontario, Canada",4 days ago,"Toronto, ON, CA",Tecnologia,Pública,"2,280",Public,"€45,064 - €105,142","['sql', 'machine learning', 'python']"
Cientista de Dados,Sênior,Híbrido,company_975,"San Francisco, California, United States . Hybrid",12 days ago,"Miramar, FL, US",Tecnologia,Privada,15,Private,"€173,539 - €210,072",[]
Cientista de Dados,Sênior,,company_895,"Colorado Springs, CO",2 months ago,"Centreville, VA, US",Tecnologia,Pública,"16,060",Public,"€79,192 - €138,558","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'amazon', 'r', 'python', 'scikit-learn', 'scipy', 'linux', 'java', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_979,"Bengaluru, Karnataka, India",2 months ago,"Pune, MH, IN",Tecnologia,Pública,"125,010",Public,"€23,903","['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'azure']"
Engenheiro de Machine Learning,,Presencial,company_156,"Mountain View, California (HQ) . On-site",16 days ago,"Mountain View, CA, US",Tecnologia,Privada,900,€8.10B,"€126,250 - €189,589",[]
Cientista de Dados,Sênior,Híbrido,company_003,"Bentonville, AR . Hybrid",18 days ago,"Bentonville, AR, US",Varejo,Pública,€352.44B,Public,"€82,200 - €164,400","['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']"
Cientista de Dados,Líder,,company_980,"Bengaluru, Karnataka, India",a month ago,"Minneapolis, MN, US",Varejo,Pública,"409,060",€66.94B,"€31,966 - €58,197","['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']"
Cientista de Dados,Pleno,Híbrido,company_983,"Annapolis Junction, MD . Fort Meade, MD . Hybrid",17 days ago,"McLean, VA, US",Tecnologia,Pública,"27,060",Public,"€70,878 - €160,749","['linux', 'machine learning', 'r', 'python']"
Cientista de Dados,Sênior,Híbrido,company_357,"Hyderabad, Telangana, India . Chennai, Tamil Nadu, India . Hybrid",14 days ago,"Basking Ridge, NJ, US",Tecnologia,Pública,"132,070",€142.28B,"€22,839","['aws', 'r', 'python', 'sql', 'gcp', 'machine learning', 'tableau']"
Cientista de Dados,Júnior,,company_014,"Berkeley, CA",2 months ago,"Berkeley, CA, US",Educação,,"17,441",Education,"€99,741 - €189,795",['machine learning']
Cientista de Dados,Pleno,Remoto,company_421,"Santo Domingo, Dominican Republic . Fully Remote",14 days ago,"Cheyenne, WY, US",Tecnologia,,Private,,"€25,216","['sql', 'machine learning', 'python']"
Cientista de Dados,Júnior,,company_985,"Madrid, Community of Madrid, Spain",5 days ago,"Chicago, IL, US",Finanças,Privada,"312,040",Private,"€28,045","['python', 'docker', 'kubernetes', 'machine learning', 'azure', 'deep learning']"
Cientista de Dados,Sênior,Remoto,company_647,"India, Hyderabad . Fully Remote",20 days ago,"London, GB",Tecnologia,Privada,900,Private,"€39,023",[]
Cientista de Dados,Sênior,Presencial,company_316,"Gurgaon, Haryana, India",8 days ago,"Eden Prairie, MN, US",Saúde,Pública,"37,950",Public,"€29,801 - €32,905","['python', 'machine learning', 'gcp', 'azure', 'deep learning', 'tensorflow']"
Cientista de Dados,Líder,Presencial,company_844,"San Diego, CA",3 days ago,"Mountain View, CA, US",Tecnologia,Pública,"17,070",€94.69B,"€145,221","['r', 'python', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Líder,Remoto,company_338,"Cambridge, MA",7 days ago,"Paris, FR",Saúde,Pública,"75,470",€99.86B,"€149,787","['pytorch', 'r', 'python', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_816,"San Francisco, CA",2 months ago,"San Francisco, CA, US",Varejo,Pública,"117,010",Public,"€159,293 - €211,170","['spark', 'sql', 'azure', 'python']"
Cientista de Dados,Sênior,Presencial,company_096,"New York, New York, United States . On-site",23 days ago,"San Francisco, CA, US",Finanças,Privada,950,€11.68B,"€175,364 - €219,204",[]
Cientista de Dados,Sênior,Presencial,company_917,"Mountain View, CA . San Bruno, CA",4 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,760",€1.14T,"€151,616 - €222,855","['sql', 'r', 'python']"
Cientista de Dados,Sênior,Presencial,company_003,"Bellevue, WA",16 days ago,"Bentonville, AR, US",Varejo,Pública,€352.44B,Public,"€142,483 - €284,961","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_849,"Whitehouse Station, NJ . Philadelphia, PA . Jersey City, NJ . Philadelphia, Pennsylvania, Amerika Serikat . Whitehouse Station, New Jersey, Amerika Serikat",3 months ago,"Readington Township, NJ, US",Finanças,Pública,"29,400",Public,"€96,818 - €165,318","['database', 'sql', 'machine learning', 'python']"
Cientista de Dados,Pleno,,company_055,"Cary, NC",19 days ago,"Zürich, ZH, CH",Tecnologia,Pública,"97,300",€55.34B,"€37,995 - €64,591",[]
Engenheiro de Machine Learning,,Híbrido,company_403,"Boston, MA . Hybrid",22 days ago,"Boston, MA, US",Varejo,Pública,"17,020",Public,"€160,748 - €170,795",[]
Cientista de Dados,Líder,,company_366,"Hyderabad, Telangana, India",7 days ago,"Columbia, MD, US",Tecnologia,Privada,180,Private,"€19,780","['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']"
Engenheiro de Machine Learning,Sênior,,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Tecnologia,Pública,"492,235",€153.05B,"€10,524 - €26,185","['sql', 'python']"
Cientista de Dados,,Híbrido,company_081,"Toronto, Canada . Hybrid",7 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,010",€4.67B,"€98,640 - €123,300",[]
Cientista de Dados,Sênior,,company_844,"Plano, TX",8 days ago,"Mountain View, CA, US",Tecnologia,Pública,"17,020",€94.39B,"€168,969","['spark', 'r', 'python', 'sql', 'tableau']"
Cientista de Dados,Sênior,Presencial,company_917,"Mountain View, CA",5 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,800",€1.29T,"€128,780 - €184,493","['sql', 'r', 'python']"
Cientista de Dados,Líder,Híbrido,company_667,"Mountain View, CA, US . San Francisco, CA, US . Hybrid",9 days ago,"Mountain View, CA, US",Tecnologia,Privada,"2,760",Private,"€251,171",[]
Cientista de Dados,Sênior,Remoto,company_421,"Lima, Peru",5 days ago,"Cheyenne, WY, US",Tecnologia,,Private,,"€7,679","['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']"
Cientista de Dados,Sênior,Remoto,company_848,"East Hanover, NJ",14 days ago,"Basel, BS, CH",Saúde,Pública,"107,690",€160.95B,"€104,122 - €192,715","['gcp', 'database']"
Cientista de Dados,Sênior,,company_844,"Mountain View, CA",a month ago,"Mountain View, CA, US",Tecnologia,Pública,"17,020",€94.64B,"€173,539","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Líder,Presencial,company_235,"Colorado Springs, CO",8 days ago,"San Antonio, TX, US",Finanças,Privada,"33,020",Private,"€150,503 - €287,666","['r', 'python', 'sql', 'database', 'machine learning']"
Cientista de Dados,Sênior,,company_270,"Albany, NY",2 months ago,"Woonsocket, RI, US",Saúde,Pública,"300,060",€121.22B,"€131,709 - €263,411","['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
Cientista de Dados,Sênior,,company_233,"McLean, VA",2 months ago,"Reston, VA, US",Tecnologia,Pública,"27,450",Public,"€115,177 - €208,199","['pandas', 'numpy', 'r', 'python', 'sql', 'tableau']"
Cientista de Dados,Líder,,company_872,"Boise, ID",a month ago,"Atlanta, GA, US",Finanças,Pública,"11,060",€18.58B,"€100,474","['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_115,"Bengaluru, Karnataka, India . Hybrid",7 days ago,"Frankfurt am Main, HE, DE",Finanças,Pública,"68,420",Public,"€24,200","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_316,"Dublin, County Dublin, Ireland . Hybrid",14 days ago,"Eden Prairie, MN, US",Saúde,Pública,"37,950",Public,"€67,973 - €93,598","['git', 'r', 'python', 'hadoop', 'deep learning', 'keras', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_917,"Mountain View, CA",a month ago,"Mountain View, CA, US",Tecnologia,Pública,"258,810",€1.44T,"€207,333 - €292,272","['sql', 'r', 'python']"
Cientista de Dados,Sênior,Remoto,company_967,"Gurugram, Haryana, India . Madurai, Tamil Nadu, India . Jaipur, Rajasthan, India . Chandigarh, India . Mumbai, Maharashtra, India + 34 More",7 days ago,"San Diego, CA, US",Tecnologia,Privada,950,Private,"€24,358","['scikit-learn', 'python', 'airflow', 'sql', 'machine learning']"
Cientista de Dados,Sênior,,company_678,"Fort Meade, MD",8 days ago,"Herndon, VA, US",Tecnologia,Privada,"5,010",Private,"€133,347 - €213,720",['tableau']
Cientista de Dados,Sênior,,company_366,"Hyderabad, Telangana, India",a month ago,"Columbia, MD, US",Tecnologia,Privada,180,Private,"€19,777","['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure', 'tensorflow']"
Engenheiro de Machine Learning,Sênior,Presencial,company_156,"Mountain View, California (HQ) . On-site",7 days ago,"Mountain View, CA, US",Tecnologia,Privada,900,€8.20B,"€203,472 - €304,988",[]
Cientista de Dados,Sênior,Híbrido,company_308,"Redmond, WA . Hybrid",2 days ago,"Redmond, WA, US",Tecnologia,Pública,"182,328",€1.98T,"€136,788","['sql', 'azure', 'machine learning', 'python']"
Cientista de Dados,Sênior,Híbrido,company_980,"Brooklyn Park, MN . Hybrid",7 days ago,"Minneapolis, MN, US",Varejo,Pública,"409,050",€67.04B,"€86,770 - €156,183","['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']"
Cientista de Dados,Sênior,Híbrido,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Tecnologia,Pública,"261,040",€71.18B,"€85,855 - €150,244","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
Cientista de Dados,Sênior,,company_171,"Bengaluru, Karnataka, India",7 days ago,"Armonk, NY, US",Tecnologia,Pública,"524,568",€119.18B,"€33,043 - €52,693","['pandas', 'pytorch', 'r', 'python', 'java', 'database', 'keras', 'machine learning', 'matplotlib', 'tensorflow']"
Engenheiro de Machine Learning,Sênior,,company_678,"College Park, MD",21 days ago,"Herndon, VA, US",Tecnologia,Privada,"5,060",Private,"€73,068 - €116,908","['pytorch', 'python', 'java', 'keras', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_395,"New York, NY",18 days ago,"McLean, VA, US",Varejo,Pública,"55,100",€36.38B,"€158,013 - €180,298","['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_667,"Mountain View, California, USA . Hybrid",9 days ago,"Mountain View, CA, US",Tecnologia,Privada,"2,810",Private,"€236,556",[]
Cientista de Dados,Sênior,,company_183,"Tallinn, Harjumaa, Estonia",7 days ago,"Tallinn, EE",Tecnologia,Privada,"3,760",Private,"€61,775","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'airflow', 'machine learning']"
Cientista de Dados,Sênior,,company_980,"Bengaluru, Karnataka, India",a month ago,"Minneapolis, MN, US",Varejo,Pública,"409,040",€67.09B,"€31,971 - €58,202","['pytorch', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'hadoop', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_288,"Washington, DC . On-site",7 days ago,"Reston, VA, US",Tecnologia,Pública,"26,010",€62.74B,"€109,604 - €146,136",['machine learning']
Cientista de Dados,Sênior,Híbrido,company_983,"Fort Belvoir, VA . Reston, VA . Hybrid",20 days ago,"McLean, VA, US",Tecnologia,Pública,"27,010",Public,"€90,421 - €205,500","['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']"
Cientista de Dados,Sênior,Híbrido,company_067,"San Francisco, CA, US . Seattle, WA, US . Palo Alto, CA, US . Hybrid",19 hours ago,"San Francisco, CA, US",Tecnologia,Pública,"5,300",€14.25B,"€306,623",[]
Cientista de Dados,Líder,Presencial,company_395,"New York, NY",16 days ago,"McLean, VA, US",Varejo,Pública,"55,110",€36.03B,"€262,862 - €300,034","['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']"
Cientista de Dados,Sênior,Presencial,company_395,"San Jose, CA",6 days ago,"McLean, VA, US",Varejo,Pública,"55,130",€36.03B,"€132,526 - €151,250","['pytorch', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']"
Cientista de Dados,Sênior,Híbrido,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Tecnologia,Pública,"261,010",€71.03B,"€85,862 - €150,251","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
Cientista de Dados,Sênior,Presencial,company_003,"Sunnyvale, CA",21 days ago,"Bentonville, AR, US",Varejo,Pública,€352.44B,Public,"€106,860 - €213,719","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_291,"Bengaluru East, Karnataka, India",6 days ago,"Bengaluru, KA, IN",Tecnologia,Pública,"261,040",€71.13B,"€9,582","['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_922,"Hartford, CT . Chicago, IL . Charlotte, NC . Columbus, OH . Hybrid",7 days ago,"Hartford, CT, US",Finanças,Pública,"18,190",€21.60B,"€100,028 - €150,042",['machine learning']
