job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills
Cientista de Dados,Sênior,Híbrido,company_340,"San Jose, CA . Hybrid",2 months ago,"New York, NY, US",Tecnologia,Privada,750,Private,"€112,803 - €194,408","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Júnior,Presencial,company_484,"San Diego, CA",7 days ago,"San Diego, CA, US",Tecnologia,Privada,"1,050",Private,"€81,294 - €109,607","['sql', 'machine learning', 'tableau']"
Cientista de Dados,Sênior,Remoto,company_485,United States . Fully Remote,14 days ago,"Eden Prairie, MN, US",Tecnologia,Privada,550,Private,"€127,869 - €164,402","['pytorch', 'scikit-learn', 'python', 'java', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_486,"Bengaluru, Karnataka, India",a month ago,"San Jose, CA, US",Tecnologia,Privada,"1,800",Private,"€19,988","['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_313,"Toronto, Ontario, Canada . Hybrid",7 days ago,"London, GB",Finanças,Pública,"29,480",Public,"€73,457","['machine learning', 'python']"
Cientista de Dados,Sênior,,company_488,"Boston, MA . บอสตัน, รัฐแมสซาชูเซตส์, สหรัฐ",25 days ago,"Boston, MA, US",Saúde,,"4,310",Nonprofit,"€138,543 - €173,111","['r', 'python', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Júnior,Híbrido,company_490,"Overland Park, KS . Frisco, TX . Bellevue, WA . Hybrid",3 days ago,"Bellevue, WA, US",Tecnologia,Pública,"83,550",Public,"€78,825 - €142,210","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Pleno,,company_268,"Singapore, Singapore",2 days ago,"Singapore, SG",Finanças,Pública,"30,830",Public,"€67,044","['spark', 'git', 'python', 'sql', 'hadoop']"
Cientista de Dados,Líder,Híbrido,company_499,"Lake Mary, FL . Hybrid",4 days ago,"New York, NY, US",Finanças,Pública,"51,750",Public,"€109,606","['sql', 'kubernetes', 'machine learning', 'python']"
Cientista de Dados,Sênior,Híbrido,company_500,"Vilniaus, Lithuania . Nzalae/ Nzawa locations, Kitui County, Kenya . Hybrid",5 months ago,"Miami, FL, US",Tecnologia,Privada,75,Private,"€5,940 - €8,223","['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']"
Cientista de Dados,Pleno,Presencial,company_503,"Brazil, Sao Paulo . On-site",14 days ago,"São Paulo, SP, BR",Tecnologia,Privada,"7,070",Private,"€28,878 - €39,713",[]
Cientista de Dados,Sênior,,company_513,"Washington, DC",2 days ago,"Vienna, VA, US",Tecnologia,Privada,90,Private,"€146,134 - €182,667","['spark', 'r', 'python', 'sql', 'machine learning']"
Cientista de Dados,,Remoto,company_516,Fully Remote,2 days ago,"San Diego, CA, US",Tecnologia,Privada,126,Private,"€127,874 - €141,573",[]
Cientista de Dados,Líder,Remoto,company_517,Fully Remote,7 days ago,"Gaithersburg, MD, US",Tecnologia,Privada,750,Private,"€255,738",[]
Cientista de Dados,Sênior,,company_521,"San Francisco, CA . Chicago, IL . Seattle, WA . New York, NY",13 days ago,"San Francisco, CA, US",Tecnologia,Privada,524,Private,"€114,175 - €155,274","['pandas', 'sql', 'python']"
Cientista de Dados,Sênior,Remoto,company_523,"Alpharetta, GA",3 months ago,"Chicago, IL, US",Saúde,Pública,"6,470",Public,"€82,480 - €137,371","['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'scipy', 'database', 'matplotlib']"
Cientista de Dados,Sênior,Presencial,company_524,"Orlando, FL",4 days ago,"Fairfax, VA, US",Tecnologia,Privada,"8,520",Private,"€97,168 - €107,796","['amazon', 'azure', 'machine learning']"
Cientista de Dados,Sênior,,company_527,"Plainsboro, NJ",7 days ago,"Bagsværd, DK",Saúde,Pública,"55,215",Public,"€131,088",['deep learning']
Engenheiro de Machine Learning,,Híbrido,company_532,"New York, NY . Hybrid",23 days ago,"New York, NY, US",Tecnologia,Privada,180,Private,"€173,536 - €228,335",[]
Cientista de Dados,Sênior,Remoto,company_540,Fully Remote,8 days ago,"San Diego, CA, US",Tecnologia,Privada,45,Private,"€118,741",[]
Cientista de Dados,Líder,Híbrido,company_544,"Tempe, AZ . Hybrid",20 days ago,"Bloomington, IL, US",Finanças,Privada,"55,070",Private,"€100,470 - €137,003","['linux', 'aws', 'r', 'python']"
Cientista de Dados,Sênior,Presencial,company_545,"Indianapolis, IN",15 days ago,"Indianapolis, IN, US",Saúde,Pública,"35,050",Public,"€138,373 - €202,945",['tableau']
Engenheiro de Machine Learning,Sênior,Híbrido,company_546,"Redwood City, CA . Hybrid",7 days ago,"Redwood City, CA, US",Varejo,Pública,"2,010",Public,"€172,567 - €244,914","['pytorch', 'spark', 'python', 'scala', 'sql', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_549,"Santa Clara, CA . Hybrid",3 months ago,"Santa Clara, CA, US",Tecnologia,Privada,600,Private,"€205,499 - €273,999","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_551,"Bengaluru, Karnataka, India",2 months ago,"Vancouver, BC, CA",Tecnologia,Privada,"1,310",Private,"€15,667","['powerbi', 'python', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tableau']"
Cientista de Dados,,Remoto,company_019,Fully Remote,a month ago,"Boston, MA, US",Tecnologia,Privada,126,Private,"€155,272",[]
Cientista de Dados,Líder,Presencial,company_555,"Boston, MA",7 days ago,"Boston, MA, US",Finanças,Pública,"3,040",Public,"€141,571","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Sênior,Híbrido,company_558,"Boston, MA . Hybrid",16 hours ago,"Boston, MA, US",Finanças,Privada,"60,640",Private,"€109,605 - €159,838","['r', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
Cientista de Dados,Líder,Remoto,company_155,"Raleigh, NC",18 days ago,"Chicago, IL, US",Tecnologia,Pública,"2,570",Public,"€146,135 - €182,668","['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Remoto,company_564,Fully Remote,a month ago,"Palo Alto, CA, US",Tecnologia,Privada,300,Private,"€168,061 - €192,721",[]
Cientista de Dados,Sênior,Presencial,company_568,"Brooklyn, OH . Cleveland, OH . United States",a month ago,"Cleveland, OH, US",Finanças,Pública,"18,030",Public,"€115,085 - €126,958","['sql', 'r', 'python']"
Cientista de Dados,Sênior,Remoto,company_572,Fully Remote,3 days ago,"San Francisco, CA, US",Tecnologia,Privada,45,Private,"€155,269 - €178,102",[]
Cientista de Dados,Pleno,Presencial,company_574,"Chicago, IL",5 days ago,CA,Tecnologia,Privada,"43,933",Private,"€52,518 - €97,271",[]
Cientista de Dados,Sênior,Presencial,company_577,"South San Francisco, CA",4 days ago,"South San Francisco, CA, US",Tecnologia,Privada,126,Private,"€147,049 - €185,363","['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']"
Cientista de Dados,Pleno,Presencial,company_579,"Philadelphia, PA",10 months ago,"Philadelphia, PA, US",Educação,,"39,879",Education,"€91,339 - €109,605","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Líder,Presencial,company_412,"Minneapolis, MN",a month ago,"Minneapolis, MN, US",Finanças,Privada,"1,320",Private,"€112,348 - €168,609","['pytorch', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_500,"Bucharest, Bucharest, Romania . Vilnius, Vilniaus, Lithuania . Estonia . Bulgaria . Poland + 11 More . Hybrid",2 months ago,"Miami, FL, US",Tecnologia,Privada,75,Private,"€5,939 - €8,222","['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']"
Cientista de Dados,Sênior,Remoto,company_587,United States . Fully Remote,14 days ago,"Rockville, MD, US",Saúde,Privada,490,Private,"€91,336 - €109,602","['pandas', 'numpy', 'aws', 'git', 'scikit-learn', 'python', 'sql', 'gcp', 'database', 'machine learning']"
Engenheiro de Machine Learning,Sênior,Remoto,company_589,Fully Remote,a month ago,"Chicago, IL, US",Tecnologia,Pública,990,Public,"€197,190 - €236,660",[]
Cientista de Dados,Sênior,Híbrido,company_590,"San Francisco, California, United States . San Francisco, California, USA . Hybrid",a month ago,"Pittsburgh, PA, US",Saúde,Privada,45,Private,"€159,834 - €205,500",[]
Cientista de Dados,Sênior,Híbrido,company_591,"Chicago, IL . إلينوي شيكاغو الولايات المتحدة . Hybrid",2 months ago,"Chicago, IL, US",Saúde,Privada,420,Private,"€95,901 - €123,301","['sql', 'machine learning', 'scikit-learn', 'python']"
Cientista de Dados,Sênior,Híbrido,company_145,"Austin, Texas . Hybrid",a day ago,"San Jose, CA, US",Tecnologia,Pública,"2,760",Public,"€200,937",[]
Cientista de Dados,Sênior,Presencial,company_596,"San Diego, CA",a month ago,"San Diego, CA, US",Saúde,Pública,"4,040",Public,"€129,513 - €215,914","['r', 'python', 'scala', 'sql', 'gcp']"
Cientista de Dados,Líder,,company_598,Salt Lake City Metropolitan Area,7 days ago,"Salt Lake City, UT, US",Educação,,"9,030",Education,"€182,667","['sql', 'machine learning', 'python']"
Cientista de Dados,Pleno,,company_601,"Pune, Maharashtra, India",7 days ago,"London, GB",Finanças,Pública,"205,350",Public,"€30,455","['scikit-learn', 'python', 'sql', 'database', 'machine learning']"
Cientista de Dados,Júnior,,company_603,"Queenstown, Central Singapore Community Development Council, Singapore",3 months ago,"Singapore, SG",Educação,,210,Education,"€54,802","['tableau', 'r', 'python']"
Cientista de Dados,Pleno,Remoto,company_472,"Brookfield, WI . Fully Remote",7 days ago,"Seattle, WA, US",Saúde,Privada,"3,810",Private,"€59,552 - €138,317","['aws', 'r', 'python', 'sql', 'machine learning']"
Cientista de Dados,Sênior,Híbrido,company_607,"Yonkers, New York, United States . Hybrid",17 hours ago,"Yonkers, NY, US",Saúde,Privada,683,Private,"€120,568 - €134,268",[]
Cientista de Dados,Sênior,Híbrido,company_608,"Berlin, Berlin, Germany . Hybrid",a month ago,"Berlin, DE",Tecnologia,Privada,"8,350",Private,"€86,270 - €119,421","['scala', 'spark', 'machine learning', 'python']"
Cientista de Dados,Líder,Híbrido,company_609,"Golden Valley, MN . Austin, TX . Hybrid",7 days ago,"Austin, TX, US",Tecnologia,Pública,"4,770",Public,"€119,819 - €178,753","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'keras', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_610,"Chicago, IL . Hybrid",5 days ago,"Chicago, IL, US",Tecnologia,Privada,"51,270",Private,"€83,821","['git', 'r', 'python', 'sql', 'machine learning', 'deep learning']"
Cientista de Dados,Sênior,Remoto,company_611,Fully Remote,22 days ago,"Denver, CO, US",Tecnologia,Pública,"2,540",Public,"€137,006 - €200,939",[]
Cientista de Dados,Sênior,,company_614,Ukraine,14 days ago,"Austin, TX, US",Tecnologia,Privada,"10,270",Private,"€65,768","['amazon', 'pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Líder,Remoto,company_615,Fully Remote,a month ago,"New York, NY, US",Saúde,Privada,180,Private,"€173,536 - €200,936",[]
Cientista de Dados,,Presencial,company_383,"Barcelona, Spain . On-site",a month ago,"Milano, IT",Tecnologia,Privada,"3,780",Private,"€46,527 - €76,221",[]
Cientista de Dados,,Híbrido,company_624,Hybrid,a month ago,"Paris, IDF, FR",Tecnologia,Privada,180,Private,"€39,254 - €58,876",[]
Cientista de Dados,Sênior,Remoto,company_625,Fully Remote,6 months ago,"San Francisco, CA, US",Energia,Privada,90,Private,"€141,572 - €168,972",[]
Cientista de Dados,Pleno,Presencial,company_631,"San Francisco, CA",21 days ago,"Santa Monica, CA, US",Tecnologia,Pública,"9,300",Public,"€130,666 - €241,896","['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']"
Cientista de Dados,Pleno,Presencial,company_634,"Rockville, MD",a month ago,"Brentford, GB",Saúde,Pública,"106,370",Public,"€124,333 - €207,218","['machine learning', 'r', 'python']"
Cientista de Dados,Sênior,Híbrido,company_423,"New York, NY . Hybrid",2 months ago,"New York, NY, US",Tecnologia,Privada,500,Private,"€109,603 - €118,736",[]
Cientista de Dados,Líder,Presencial,company_057,"Seattle, WA",7 days ago,"Seattle, WA, US",Varejo,Pública,"157,150",Public,"€120,567","['python', 'sql', 'machine learning', 'azure', 'tableau']"
Cientista de Dados,Sênior,Remoto,company_638,United States,7 days ago,"Chicago, IL, US",Tecnologia,Privada,960,Private,"€109,600 - €118,733","['spark', 'aws', 'git', 'r', 'python', 'powerbi', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure', 'matplotlib', 'tableau']"
Cientista de Dados,Líder,Presencial,company_640,United States,14 days ago,"Coraopolis, PA, US",Varejo,Pública,"50,040",Public,"€86,958","['pytorch', 'spark', 'python', 'machine learning', 'deep learning', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Remoto,company_642,Fully Remote,2 days ago,"Boston, MA, US",Saúde,Privada,360,Private,"€109,606 - €146,139",[]
Cientista de Dados,Sênior,Híbrido,company_643,"Minneapolis, MN . Hybrid",7 days ago,"Sugar Land, TX, US",Saúde,Privada,751,Private,"€103,871","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,,Híbrido,company_645,Hybrid,a year ago,"Berkeley, CA, US",Tecnologia,Privada,180,Private,"€137,003 - €173,536",[]
Cientista de Dados,Sênior,Remoto,company_647,"India, Bengaluru . Fully Remote",5 days ago,"London, GB",Tecnologia,Privada,900,Private,"€39,026",[]
Engenheiro de Machine Learning,Sênior,Presencial,company_653,"Colorado Springs, CO",14 days ago,"Huntsville, AL, US",Tecnologia,Privada,"1,040",Private,"€109,608 - €127,875","['pytorch', 'scikit-learn', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_654,"San Francisco, CA . Hybrid",21 days ago,"San Francisco, CA, US",Tecnologia,Privada,780,Private,"€146,135 - €196,368",[]
Cientista de Dados,Sênior,,company_254,"Chicago, IL",7 days ago,"South Bend, IN, US",Saúde,Pública,"2,540",Public,"€63,942 - €86,775","['powerbi', 'r', 'python', 'sql', 'database', 'hadoop', 'tableau']"
Cientista de Dados,Sênior,Presencial,company_662,On-site,13 days ago,"Redwood City, CA, US",Tecnologia,Privada,600,Private,"€147,968",[]
Cientista de Dados,,Híbrido,company_645,Hybrid,3 years ago,"Berkeley, CA, US",Tecnologia,Privada,180,Private,"€137,005 - €173,538",[]
Cientista de Dados,,Presencial,company_665,"South San Francisco, California, United States . On-site",2 months ago,"San Francisco, CA, US",Tecnologia,Privada,45,Private,"€159,835 - €182,668",[]
Cientista de Dados,Sênior,,company_666,"Singapore, Singapore",a month ago,SG,Tecnologia,,"6,040",Education,"€80,624",['database']
Cientista de Dados,Líder,Presencial,company_668,"Sacramento, California, United States . Jacksonville, Florida, United States . Austin, Texas, United States . Mexico City, Mexico . Ottawa, Ontario, Canada + 17 More . On-site",2 months ago,"San Francisco, CA, US",Tecnologia,Privada,420,Private,"€218,288",[]
Cientista de Dados,,Presencial,company_670,"Annapolis Junction, Maryland, United States . On-site",7 days ago,"Herndon, VA, US",Tecnologia,Privada,57,Private,"€45,667 - €264,871",[]
Cientista de Dados,Sênior,Remoto,company_675,Fully Remote,2 months ago,"El Segundo, CA, US",Tecnologia,Privada,45,Private,"€141,574 - €182,674",[]
Cientista de Dados,Sênior,Híbrido,company_216,United States . Hybrid,4 days ago,"Boston, MA, US",Tecnologia,Pública,"3,050",Public,"€130,609 - €209,155","['pytorch', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_678,"Fort Huachuca, AZ . Fort Huachuca, Arizona, United States",22 days ago,"Herndon, VA, US",Tecnologia,Privada,"5,060",Private,"€60,287 - €96,820",[]
Cientista de Dados,Sênior,Presencial,company_680,"Richmond, VA",8 days ago,"Plano, TX, US",Tecnologia,Privada,"2,300",Private,"€91,334 - €109,600","['git', 'r', 'python', 'sql', 'machine learning']"
Cientista de Dados,Sênior,,company_678,"Ashburn, VA",21 days ago,"Herndon, VA, US",Tecnologia,Privada,"5,030",Private,"€160,753 - €257,566","['spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'hadoop', 'azure', 'tableau']"
Cientista de Dados,Líder,,company_685,"New York, NY",6 months ago,"New York, NY, US",Tecnologia,Privada,"2,060",Private,"€79,654 - €125,307","['spark', 'aws', 'python', 'sql', 'machine learning']"
Cientista de Dados,Sênior,Presencial,company_689,Greater Milwaukee,8 days ago,"Green Bay, WI, US",Varejo,Pública,"4,760",Public,"€94,111 - €161,332","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure', 'tableau']"
Cientista de Dados,Líder,,company_488,"Boston, MA",23 days ago,"Boston, MA, US",Saúde,,"4,270",Nonprofit,"€149,604 - €182,849","['r', 'python', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Sênior,Híbrido,company_690,"Maplewood, MN . Hybrid",7 days ago,"Maplewood, MN, US",Saúde,Pública,"22,030",Public,"€146,393 - €178,925","['machine learning', 'r', 'python']"
Cientista de Dados,Sênior,,company_694,"San Francisco, CA",2 days ago,"San Francisco, CA, US",Finanças,Privada,90,Private,"€200,936 - €264,868","['amazon', 'machine learning']"
Cientista de Dados,Sênior,Híbrido,company_697,"Austin, TX . Hybrid",14 days ago,"Austin, TX, US",Tecnologia,Privada,330,Private,"€109,606 - €146,139","['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'airflow', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib', 'tableau']"
Cientista de Dados,Sênior,Híbrido,company_521,"San Francisco, CA . Hybrid",4 days ago,"San Francisco, CA, US",Tecnologia,Privada,524,Private,"€164,408 - €182,674","['sql', 'machine learning', 'python']"
Cientista de Dados,Júnior,Remoto,company_702,"Dallas, TX",14 days ago,"Dallas, TX, US",Saúde,,"2,840",Nonprofit,"€43,700","['machine learning', 'r', 'python']"
Cientista de Dados,Líder,,company_704,"Elsbethen, Salzburg, Austria",7 days ago,"Fuschl am See, AT",Energia,Privada,"13,070",Private,"€29,498","['sql', 'git', 'r', 'python']"
Cientista de Dados,,Presencial,company_705,"San Francisco, CA . On-site",13 days ago,"San Francisco, CA, US",Tecnologia,Privada,90,Private,"€131,528 - €175,367",[]
Cientista de Dados,Líder,Híbrido,company_706,"Los Angeles, CA . Hybrid",a month ago,"Los Angeles, CA, US",Tecnologia,Privada,150,Private,"€104,128 - €192,721",[]
Cientista de Dados,,Híbrido,company_708,Hybrid,5 months ago,"San Francisco, CA, US",Tecnologia,Privada,45,Private,"€118,739 - €155,272",[]
Cientista de Dados,Sênior,Híbrido,company_709,"Chicago, Illinois, United States . Hybrid",7 days ago,"Buffalo Grove, IL, US",Manufatura,Privada,420,Private,"€156,187",[]
Cientista de Dados,Sênior,Remoto,company_714,Fully Remote,20 days ago,"Ann Arbor, MI, US",Tecnologia,Privada,210,Private,"€200,936",[]
Cientista de Dados,Líder,Remoto,company_718,"Detroit, MI",a day ago,"Columbus, OH, US",Finanças,Pública,"26,010",Public,"€90,424","['aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']"
Cientista de Dados,Júnior,Presencial,company_723,"Miami, FL",14 days ago,"Chicago, IL, US",Finanças,Privada,"3,790",Private,"€182,667","['pandas', 'spark', 'r', 'python', 'scikit-learn', 'sql', 'gcp', 'machine learning', 'tensorflow', 'tableau']"
Cientista de Dados,Líder,,company_727,"New York County, NY",14 days ago,"Chicago, IL, US",Varejo,Privada,"14,460",Private,"€100,473",[]
Cientista de Dados,Líder,Híbrido,company_728,"Los Angeles, CA . Hybrid",a month ago,"Los Angeles, CA, US",Tecnologia,Privada,150,Private,"€237,468",[]
Cientista de Dados,Sênior,Presencial,company_737,United States,a month ago,"San Francisco, CA, US",Tecnologia,Pública,"1,780",Public,"€114,170","['pytorch', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_738,"Boston, MA",14 days ago,"San Francisco, CA, US",Finanças,Privada,700,Private,"€189,518 - €205,501","['amazon', 'spark', 'git', 'r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_742,"New York, NY . Hybrid",15 days ago,"New York, NY, US",Varejo,Pública,"1,800",Public,"€68,501 - €73,068","['amazon', 'r', 'python', 'sql', 'machine learning']"
Cientista de Dados,Sênior,Presencial,company_744,"Lake Oswego, OR . Portland, OR . Hillsboro, OR",2 months ago,"Roseburg, OR, US",Finanças,Pública,"3,780",Public,"€81,237 - €150,867","['aws', 'r', 'python', 'sql', 'machine learning', 'azure']"
Cientista de Dados,Pleno,Presencial,company_745,San Francisco Bay Area . On-site,5 days ago,"San Francisco, CA, US",Tecnologia,Privada,300,Private,"€78,551 - €139,744","['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_746,United States,25 days ago,"Omaha, NE, US",Tecnologia,Privada,90,Private,"€95,906 - €114,173","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,,,company_754,"Alameda, CA",2 months ago,"Alameda, CA, US",Saúde,Pública,"2,320",Public,"€38,730 - €61,967",[]
Cientista de Dados,Sênior,Remoto,company_757,United States . Fully Remote,14 days ago,"Miami, FL, US",Finanças,Privada,226,Private,"€150,707 - €200,940","['sql', 'python']"
Cientista de Dados,Sênior,Presencial,company_759,United States,a month ago,"Reston, VA, US",Tecnologia,Pública,"34,020",Public,"€164,406","['pandas', 'pytorch', 'aws', 'r', 'python', 'linux', 'java', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,,company_762,"Grand Rapids, MI",a month ago,"Grand Rapids, MI, US",Varejo,Privada,"70,060",Private,"€115,541","['pandas', 'numpy', 'pytorch', 'r', 'python', 'sql', 'machine learning', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,,company_763,"Ahmedabad, Gujarat, India . Bengaluru, Karnataka, India",7 days ago,"New York, NY, US",Tecnologia,Pública,"26,670",Public,"€18,675","['pytorch', 'deep learning', 'machine learning', 'python']"
Cientista de Dados,Sênior,Presencial,company_555,"New York, NY",10 days ago,"Boston, MA, US",Finanças,Pública,"3,060",Public,"€141,570","['kubernetes', 'machine learning', 'python']"
Engenheiro de Machine Learning,,Híbrido,company_770,Hybrid,12 days ago,"San Francisco, CA, US",Energia,Privada,"1,910",Private,"€109,607 - €137,007",[]
Cientista de Dados,Sênior,Híbrido,company_145,"New York, New York . Hybrid",a day ago,"San Jose, CA, US",Tecnologia,Pública,"2,760",Public,"€120,566 - €231,992",[]
Cientista de Dados,Sênior,Presencial,company_774,"Fredericksburg, VA . Richmond, VA . San Francisco, CA . Seattle, WA",4 days ago,"Chevy Chase, MD, US",Tecnologia,Privada,"25,090",Private,"€100,469 - €210,068","['powerbi', 'r', 'python', 'java', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Sênior,,company_780,"Los Angeles, CA",5 days ago,"Los Angeles, CA, US",Saúde,Privada,"5,674",Private,"€95,356 - €163,460","['pandas', 'git', 'r', 'python', 'keras', 'machine learning']"
Cientista de Dados,Sênior,,company_781,"Charlotte, NC . Charlotte, North Carolina, United States",a month ago,"Stamford, CT, US",Tecnologia,Pública,"96,050",Public,"€95,902","['machine learning', 'r', 'python']"
Cientista de Dados,Sênior,Híbrido,company_782,"Munich, Germany . Hybrid",7 months ago,"OH, US",Manufatura,Privada,300,Private,"€62,797 - €72,216",[]
Cientista de Dados,Sênior,Híbrido,company_785,United States . Hybrid,14 days ago,"Birmingham, AL, US",Tecnologia,Privada,"5,780",Private,"€112,343 - €225,595","['pytorch', 'spark', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_786,"Seattle, WA . Hybrid",18 days ago,"Seattle, WA, US",Varejo,Pública,"74,020",Public,"€147,962 - €271,261","['aws', 'python', 'scala', 'java', 'gcp', 'machine learning']"
Cientista de Dados,Sênior,Presencial,company_793,"Pittsburgh, PA",2 months ago,"Pittsburgh, PA, US",Educação,,"12,609",Education,"€74,793",['machine learning']
Cientista de Dados,Sênior,Presencial,company_795,"Calgary, Alberta, Canada . Canada, Moyen-Chari, Chad . Greater Calgary Metropolitan Area",2 months ago,"Herndon, VA, US",Tecnologia,Privada,"3,550",Private,"€52,067","['scikit-learn', 'python']"
Cientista de Dados,Sênior,Presencial,company_796,"Augusta, GA",a month ago,"Columbia, MD, US",Tecnologia,Privada,150,Private,"€39,797 - €87,544","['machine learning', 'python']"
Cientista de Dados,Sênior,Presencial,company_797,"Toronto, Ontario, Canada",a month ago,"Toronto, ON, CA",Varejo,Pública,"20,600",Public,"€59,210","['git', 'python', 'airflow', 'sql', 'machine learning', 'hadoop', 'azure']"
Cientista de Dados,Sênior,,company_800,"New York, United States",7 days ago,"New York, NY, US",Tecnologia,Pública,"10,040",Public,"€77,313 - €96,639","['spark', 'aws', 'git', 'python', 'docker', 'airflow', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Sênior,,company_804,"Houston, TX . Houston, Texas, Statele Unite Ale Americii . Houston, Texas, USA",a month ago,"Bedford, MA, US",Tecnologia,Pública,"2,550",Public,"€118,733","['deep learning', 'machine learning', 'python']"
Cientista de Dados,Sênior,Híbrido,company_807,"Chicago, IL . Hybrid",7 days ago,"Chicago, IL, US",Saúde,,"1,570",Nonprofit,"€76,471 - €101,121","['r', 'python', 'java', 'sql', 'machine learning', 'database', 'deep learning', 'tableau']"
Cientista de Dados,Sênior,Presencial,company_226,"Henrietta, NY",3 months ago,"Rochester, NY, US",Educação,,"9,260",Education,"€64,121 - €96,177",['machine learning']
Cientista de Dados,Pleno,Presencial,company_796,"Denver, CO",a month ago,"Columbia, MD, US",Tecnologia,Privada,150,Private,"€55,940 - €123,063","['machine learning', 'python']"
Cientista de Dados,Sênior,Híbrido,company_662,Hybrid,13 days ago,"Redwood City, CA, US",Tecnologia,Privada,600,Private,"€195,456",[]
Cientista de Dados,,Presencial,company_445,On-site,14 days ago,"Ventura, CA, US",Tecnologia,Pública,"2,270",Public,"€94,264 - €172,810",[]
Cientista de Dados,Líder,Híbrido,company_814,"Chicago, IL . Hybrid",9 days ago,"Austin, TX, US",Logística,Privada,"1,260",Private,"€182,673 - €274,006",[]
Cientista de Dados,Sênior,Presencial,company_816,"San Francisco, CA",4 days ago,"San Francisco, CA, US",Varejo,Pública,"117,030",Public,"€144,893 - €161,660","['aws', 'python', 'machine learning', 'azure', 'deep learning', 'tableau']"
Cientista de Dados,Sênior,Híbrido,company_817,United States . Hybrid,7 days ago,"New York, NY, US",Educação,,"3,510",Education,"€137,003 - €148,876","['pandas', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'azure']"
Cientista de Dados,Júnior,,company_819,"San Diego, CA",6 days ago,"San Diego, CA, US",Finanças,,600,Nonprofit,"€86,771 - €114,171","['pandas', 'numpy', 'pytorch', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
